	0	1	2	3
28	1001286046716317696	Mia K.	2018-05-29 02:16:11	I wish I could mute the real world https://t.co/jZ0y1c0C9S
29	1001141020933939202	Mia K.	2018-05-28 16:39:54	Vegas bound. Telling everyone i see on this flight in Knights gear “FUCK YOU” in #ALLCAPS
30	1000902098618408960	Mia K.	2018-05-28 00:50:30	‘Til next year, Hotluck ♥️🤰🏽 https://t.co/52Ws45uAxM
31	1000901708023844864	Mia K.	2018-05-28 00:48:57	Timbits in the ‘Ron soon @mattymatheson https://t.co/DhTxMxyR2r
32	1000901597248065536	Mia K.	2018-05-28 00:48:31	Emmer &amp; Rye’s tent at Hotluck Fest left me... very pleased 🤤 #Migas #MigYEAH https://t.co/viTn1vRnF5
33	1000847530668822530	Mia K.	2018-05-27 21:13:40	#EatLikeNooneIsWatching https://t.co/zFQidXg8gZ
34	1000415702053015552	Mia K.	2018-05-26 16:37:44	K. All done packing. 🇩🇰 https://t.co/cA7Jv5SClz
35	1000046912765128704	Mia K.	2018-05-25 16:12:18	@rarachelray So did my hyperhidrosis
36	999993138935746560	Mia K.	2018-05-25 12:38:37	Hotluck had the shortest line for Franklins BBQ that I’ve ever seen, I can’t wait for the rest of the festivities t… https://t.co/IfIVLmquZg
37	999725054563790848	Mia K.	2018-05-24 18:53:21	Would you consider hosting a watch party for America’s team while I’m in CPH, @usembdenmark?? #ALLCAPS https://t.co/CHzqOGI3Fk
38	999722666687848448	Mia K.	2018-05-24 18:43:52	@GetAtCharthur OUR YEAR!!!!!!!!!!
39	999685230540685312	Mia K.	2018-05-24 16:15:06	@davelozo What? No lmao. If I was trying to talk shit you wouldn’t need to question it, you’d know
40	999683316331626498	Mia K.	2018-05-24 16:07:30	I might as well not even acclimate to the time zone, I’ll be up til 5 AM every game night streaming it https://t.co/enZjlPWV6v
41	999683185754566657	Mia K.	2018-05-24 16:06:59	Now this is a glow up @davelozo https://t.co/H2WkpKzl3P
42	999646733293539328	Mia K.	2018-05-24 13:42:08	Next week is already surreal. Vegas on Monday, Chicago on Thursday, Copenhagen on Saturday.
43	999641439205249024	Mia K.	2018-05-24 13:21:06	Nicky Backstrom is going to the Stanley Cup Finals
44	999641279561715712	Mia K.	2018-05-24 13:20:28	Alexander Ovechkin is going to the Stanley Cup finals
45	999637332860063744	Mia K.	2018-05-24 13:04:47	@weter_pron LMFAO I think it’s pårk pläce over there
46	999514392407535616	Mia K.	2018-05-24 04:56:15	Clock winding down... champagne was ready. #ALLCAPS #StanleyCup https://t.co/0IOU3C6wTr
47	999514134667497472	Mia K.	2018-05-24 04:55:14	Jerf made me the best congratulations gift https://t.co/sv6TxfGLWZ
48	999514018221043712	Mia K.	2018-05-24 04:54:46	@GoodKidMannCity @ArashMarkazi Chill that’s the homie
49	999505943082696704	Mia K.	2018-05-24 04:22:41	He’s been a fan since he was like 7. Grew up with a Golden Knights Jersey https://t.co/LVajSvqXkn
50	999501626560929792	Mia K.	2018-05-24 04:05:32	See you in Vegas in Monday, boys.
51	999493061595095041	Mia K.	2018-05-24 03:31:30	@Sobryus 😂😂😂😂😂
52	999488937054887936	Mia K.	2018-05-24 03:15:06	Best booze in the greater Austin area is in my house, which is where I’m currently celebrating https://t.co/8PYZ8am3gY
53	999488876891852800	Mia K.	2018-05-24 03:14:52	THIS IS OUR YEAR!!!!! #ALLCAPS https://t.co/U8zzNm1f90
54	999443043970371584	Mia K.	2018-05-24 00:12:45	Zero dark thirty until after this game. #ALLCAPS
55	999406250940092416	Mia K.	2018-05-23 21:46:32	Y’all have poked the bear... he’s about to put everyone out of business 😂 https://t.co/5n2hjAc8pj
56	999399035785138177	Mia K.	2018-05-23 21:17:52	Peter it’s Monopoly money 😂 https://t.co/iTBVNmWBvh
57	999364796972699648	Mia K.	2018-05-23 19:01:49	@ThePhenomenalEE 😂😂😂😂
58	999364258881310720	Mia K.	2018-05-23 18:59:41	Watch out, Copenhagen. I’m ready to shop til I drop 💸💷🛍 https://t.co/7lyq2Hxfg3
59	999289366978625536	Mia K.	2018-05-23 14:02:05	@GiselleGrayson I JUST LOST MY MARBLES!!!!!! Baaaahahahahhahahaa
60	998943162956701696	Mia K.	2018-05-22 15:06:24	From picking at my food &amp; not working out to training every day and eating whatever the fuck I want. #StrongIsSexy… https://t.co/4fPT8pWUKJ
61	998745464504766464	Mia K.	2018-05-22 02:00:49	Timothy. Jimothy. Oshie.
62	998547316066963456	Mia K.	2018-05-21 12:53:26	Snapchat: 🦇 https://t.co/yeXd8xqCPB
63	998389300239716352	Mia K.	2018-05-21 02:25:33	Cause my address was accidentally tagged on the tweet lol. I’ll repost it. No ragrets. https://t.co/nOwt3ZKaKj
64	998341556758302720	Mia K.	2018-05-20 23:15:50	I know you went to Kent State, so your reading comprehension isn’t as finely tuned as most; but I have never “compl… https://t.co/P8r9hD8brw
65	998320417159905281	Mia K.	2018-05-20 21:51:50	Nate Schmidt is going to the Stanley cup finals.
66	997963268940533760	Mia K.	2018-05-19 22:12:39	@JERFsolo Stop incriminating us further, I tagged Austin PD in those posts
67	997957998726320128	Mia K.	2018-05-19 21:51:42	It’s not, it was $400, but I decided to donate MSRP if it was brand new https://t.co/hWkRUyJ614
68	997889595189678085	Mia K.	2018-05-19 17:19:54	Do anything, just #DoSomething @Everytown https://t.co/s07KCT60kK
69	997880249219207169	Mia K.	2018-05-19 16:42:45	@WellieBoyce BAAAAHAHAHAHAHAHAHA 😂😂😂😂
70	997869549449043968	Mia K.	2018-05-19 16:00:14	They couldn’t have made it easier. Thank you, @Austin_Police for picking up my weapon for safe destruction. This ma… https://t.co/ge1kkEOupZ
71	997861914645581826	Mia K.	2018-05-19 15:29:54	@NombreEsJustin @Everytown LMFAO
72	997861267099537409	Mia K.	2018-05-19 15:27:20	I will be donating the gun’s value ($1,500) to the @Everytown organization. Having it doesn’t make me feel safer, b… https://t.co/rbB5TDgzmV
73	997861264977268736	Mia K.	2018-05-19 15:27:19	I’m turning in my gun to the police today and leaving my gun rack empty, just like the beds of all the lost childre… https://t.co/faliHctZmD
74	997651874600902656	Mia K.	2018-05-19 01:35:17	God loves Texas https://t.co/M1Wi6zZEi2
75	997586266693734401	Mia K.	2018-05-18 21:14:34	Game puck gets its own seat in first class #ALLCAPS https://t.co/fM2G9WhlwD
76	997573542106550274	Mia K.	2018-05-18 20:24:01	VIP (Very Important Puck) https://t.co/P2h9SyOYRI
77	997565977121484804	Mia K.	2018-05-18 19:53:57	Scratching off a lot on my bucket list and I’m only 25... that’s how I measure success #GLASS #ALLCAPS https://t.co/cuJebUs1Pw
78	997504371943452672	Mia K.	2018-05-18 15:49:09	Got a pic with Orly ♥️ https://t.co/F0DbjrZLSk
79	997293127500255233	Mia K.	2018-05-18 01:49:45	Aside from the players, I’m arguably the most recognizable person in this barn. I wouldn’t lie about that. https://t.co/DkKnNClqab
80	997291794802102273	Mia K.	2018-05-18 01:44:27	@cbakerswaggy @bendavis212 Oh I’m speaking in #ALLCAPS homie
81	997285467967098880	Mia K.	2018-05-18 01:19:18	I got hit in the boob with a puck during the game, and honestly, it was worth it https://t.co/VXDweSgnWt
82	997264142934278144	Mia K.	2018-05-17 23:54:34	I’m making the best use out of the money I spent on these seats 🖕🏼⚡️ #ALLCAPS https://t.co/4ahOfUXcit
83	997054734627418112	Mia K.	2018-05-17 10:02:27	It’s gameday. I’ll see you there, boys ♥️ #ALLCAPS
84	996608224563515392	Mia K.	2018-05-16 04:28:11	I hate you https://t.co/Op69RjTLkj
85	996607992207433728	Mia K.	2018-05-16 04:27:16	A for effort https://t.co/oIuOkxmStf
86	996606881295716352	Mia K.	2018-05-16 04:22:51	Send me your best hockey memes and I'll RT them for the next half hour. I need some levity after that shit show
87	996432348274216962	Mia K.	2018-05-15 16:49:19	The best things in life: Swedish candy, Swedish men, Swedish hockey. Good luck against team Russia today, boys!! (… https://t.co/dkFCddfO2s
88	996094559431090178	Mia K.	2018-05-14 18:27:04	I had the best time ever with the Otoko restaurant crew touring Austin’s gem of an all-natural farm!! We need to pr… https://t.co/JmjPrUY0Gx
89	996022952389955584	Mia K.	2018-05-14 13:42:31	Missing my staycation already... back to reality now though https://t.co/5YDbDtBuKh
90	995858945024684032	Mia K.	2018-05-14 02:50:49	@RobCarlinNBCS OH I WILL.
91	995718520863371265	Mia K.	2018-05-13 17:32:49	Pretty sure my license was revoked soon as I hit “send tweet” https://t.co/1H4HZauGXC
92	995718329074638849	Mia K.	2018-05-13 17:32:03	I’m in the thralls of an incredible book and it’s taking everything in me to not pull it out and devour a chapter o… https://t.co/LYkTe328UP
93	995392594808098816	Mia K.	2018-05-12 19:57:42	@Kaytub LOL
94	995386001014050816	Mia K.	2018-05-12 19:31:30	@lovingvegas88 @danielray83 L M F A O
95	995385026186567680	Mia K.	2018-05-12 19:27:38	Sun Baething ☀️ https://t.co/kUrVqOXi2Q
96	995380062080983040	Mia K.	2018-05-12 19:07:54	I hope everyone is having a beautiful Saturday. Except Sidney Crosby.
97	995342978158874624	Mia K.	2018-05-12 16:40:33	Team Sweden with the W today 🇸🇪 @IIHFHockey https://t.co/3bxDLsqK5g
98	995144114470563840	Mia K.	2018-05-12 03:30:20	https://t.co/vurM9MHqT4 https://t.co/fsf88ORfdd
99	995111816958304256	Mia K.	2018-05-12 01:22:00	I’m in Dallas eating my favorite room service at my favorite hotel and the Capitals are up 3-0 in the first game of the ECF. Life. Is. Good.
100	995096167498305543	Mia K.	2018-05-12 00:19:48	It’s Friday, May 11th, 2018, and the puck just dropped for the Washington Capitals in the NHL Eastern Conference Finals.
101	994946733905006594	Mia K.	2018-05-11 14:26:01	I told him I was a wizards fan and he told me they were brutal. This made the loss a little better. Safe Travels Al… https://t.co/CMvhHuHTEJ
102	994898054393233408	Mia K.	2018-05-11 11:12:35	See you in a couple months, eh? 🇨🇦🍁 https://t.co/qwytFZRcyL
103	994896792742518785	Mia K.	2018-05-11 11:07:34	Mood https://t.co/I1B7TP7X3e
104	994729363798085632	Mia K.	2018-05-11 00:02:16	WE ARE LIVE on https://t.co/9UjqGbkBUU cooking a real deal Winner Winner Chicken Dinner. Thanks to @PUBGMOBILE for… https://t.co/cvaYKSlsav
105	994720619706007552	Mia K.	2018-05-10 23:27:31	At 8pm EST we'll be streaming cooking a real life Winner Winner Chicken Dinner and playing @PUBGMOBILE. Download it… https://t.co/S5WN6WsU3V
106	994714481652461571	Mia K.	2018-05-10 23:03:07	Just a reminder that the Washington Capitals beat the Pittsburgh Penguins.
107	994658075314348033	Mia K.	2018-05-10 19:18:59	Hey everyone, come play @PUBGMOBILE with me. Download the game and share your gamertag for a chance to join squads… https://t.co/qwKkiAKI9w
108	994601775465295873	Mia K.	2018-05-10 15:35:16	Put me in, Coach! https://t.co/M3Gqp4vmQ8
109	994601722516402178	Mia K.	2018-05-10 15:35:04	And they said I’d never make it on ESPN https://t.co/yxb415no8s
110	994601558191976448	Mia K.	2018-05-10 15:34:24	Soon... https://t.co/krI8839Nwq
111	994559556511350784	Mia K.	2018-05-10 12:47:30	It’s Thursday May 10th, 2018, and the Washington Capitals are in the NHL Eastern Conference Finals.
112	994432054480654336	Mia K.	2018-05-10 04:20:52	.@TSN_Sports &gt; ESPN https://t.co/4mbtpOcMDz
113	994431204018434054	Mia K.	2018-05-10 04:17:29	Views https://t.co/x7QlfLuOho
114	994421697825603584	Mia K.	2018-05-10 03:39:42	Tonight, outside of Tim Horton’sHomeless Man: Do you have any change?Me: No Sir, I’m sorry I don’t. Him: Have… https://t.co/42h0R7GDtX
115	994189956892512256	Mia K.	2018-05-09 12:18:51	It’s been five minutes and i haven’t told anyone that I’m going to a capitals eastern conference finals game, so, I… https://t.co/pqvFuBYPdc
116	994189333908328449	Mia K.	2018-05-09 12:16:23	Honestly more excited for some Timmie H than anything else about this trip 🇨🇦
117	994175822343884800	Mia K.	2018-05-09 11:22:41	✈️ https://t.co/HOMKaqEjDq
118	994052203416612865	Mia K.	2018-05-09 03:11:28	Shout out to the twitch chat tonight and @LordsMobile .   Click here https://t.co/0LAp61nyuv and use Code: MIAKHALI… https://t.co/r4QW1rCqoC
119	994051223023169536	Mia K.	2018-05-09 03:07:34	Thank you to everyone who watched the twitch stream tonight and joined my lords mobile guild!
120	994044735949103105	Mia K.	2018-05-09 02:41:48	It’s 2018. I’m traveling the world and eating the best food. The capitals have made it to the third round and I am… https://t.co/iesorPogAd
121	993975615534653446	Mia K.	2018-05-08 22:07:08	I am a natural born athlete. https://t.co/RZ81Cmvzta
122	993820849676439553	Mia K.	2018-05-08 11:52:09	Ovi’s wife racing to pick him up from the airport and getting pulled over and let go with a warning &amp; well wishes i… https://t.co/JtR9XTvRfS
123	993819056196157440	Mia K.	2018-05-08 11:45:01	Eyes on the prize, boys #ALLCAPS #NOPENS https://t.co/I46VyIP2DG
124	993818917666787330	Mia K.	2018-05-08 11:44:28	I woke up and immediately checked my NHL app to make sure last night was real. WE’RE GOING TO THE EASTERN CONFERENCE FINALS!!!!!!! #ALLCAPS
125	993506839835938816	Mia K.	2018-05-07 15:04:23	I thought Sur La Table was roasting me for buying unnecessary shit like that spongebob meme https://t.co/OpHhBIcNie
126	993030545645989888	Mia K.	2018-05-06 07:31:46	My pyro tendencies have finally come in handy 🔥 https://t.co/sR27b5wc7J
127	993030016563851266	Mia K.	2018-05-06 07:29:40	This was the experience of a lifetime... today I got to stage at one of the best restaurants in the country and it… https://t.co/TeESquXVqS
128	991532573385023488	Mia K.	2018-05-02 04:19:21	https://t.co/vurM9MHqT4 https://t.co/Bnzs43rpWm
129	991472640446599168	Mia K.	2018-05-02 00:21:12	@GiselleGrayson @Patreon I love youuuuu!!!
130	989326006493351936	Mia K.	2018-04-26 02:11:15	Toronto collectively unraveling with PTSD from 5 years ago
131	988956003852062721	Mia K.	2018-04-25 01:40:59	@Sobryus  https://t.co/u4yWJivsAJ
132	988954436004401152	Mia K.	2018-04-25 01:34:46	@Sobryus Ken I just called her and couldn’t even get the words “watch the video I just sent” out. It took me 5 minu… https://t.co/URmjerVP5O
133	988874150222684161	Mia K.	2018-04-24 20:15:44	Let’s get it 🤘🏼😂 https://t.co/QCrUdLj8cA
134	988834172067352576	Mia K.	2018-04-24 17:36:52	Pedi on point https://t.co/DVUMXOuBjA
135	988809534008385539	Mia K.	2018-04-24 15:58:58	I show my love for Sweden enough as is, my profile picture is in your countrymen’s jersey! 😍🇸🇪 https://t.co/wQ2n6SgJBY
136	988633322371809280	Mia K.	2018-04-24 04:18:46	Hello!! 😂🇳🇴 https://t.co/9LlZfS6gW3
137	988523698742284288	Mia K.	2018-04-23 21:03:10	Fitte ♥️ #ForEddie https://t.co/TD4FBE3QSN
138	988523417069588480	Mia K.	2018-04-23 21:02:03	SOBRYUS ☠️☠️☠️☠️ https://t.co/oYuBAPfeDV
139	988460224783712256	Mia K.	2018-04-23 16:50:56	Which font should I get “FITTE” tattooed in? (It means “cunt” in Norwegian. Getting it in honor of Eddie from my twitch channel)
140	988456906980253702	Mia K.	2018-04-23 16:37:45	Thank you guys!!!!! https://t.co/RSGTu9k7x1 in a few hours for the tattoo! https://t.co/EVR0nhidVr
141	988223602280542209	Mia K.	2018-04-23 01:10:41	@AshlynnArias Thank you ash!!!
142	988223518809739269	Mia K.	2018-04-23 01:10:21	♥️♥️♥️♥️ https://t.co/26tzZw9jH8
143	988131510313275393	Mia K.	2018-04-22 19:04:45	Your shits weak, @TheGreat_Lakeee. Thank you for the charity donation! Y’all can join us and donate or just watch h… https://t.co/KRV7TkxmRI
144	988092961576636417	Mia K.	2018-04-22 16:31:34	We are LIVE on https://t.co/nruWaq6j9M for the charity marathon live stream for #suicideprevention https://t.co/Rf6u1pSoui
145	987841062789140480	Mia K.	2018-04-21 23:50:37	I’m a hobbit https://t.co/5H1Fg6QPNC
146	987810537575780352	Mia K.	2018-04-21 21:49:19	My condolonces to the state of New Jersey
147	987809998095966211	Mia K.	2018-04-21 21:47:10	Overtime is the cause of my high blood pressure. Not egg yolks.
148	987121124956868608	Mia K.	2018-04-20 00:09:50	@OhNoAva_tK @JERFsolo Thank you so much Ava!!!
149	987033281454632960	Mia K.	2018-04-19 18:20:47	Yeah?? I’d love that!!! What time can you join the stream?! https://t.co/zP1ywsz1Wv
150	987019366175821824	Mia K.	2018-04-19 17:25:29	For Eddie. #Fitte 🇳🇴♥️ https://t.co/SdS0B7JmyX
151	986450461267058689	Mia K.	2018-04-18 03:44:51	So many issues in our offense tonight, but I will sleep peacefully with the first W of the postseason under our bel… https://t.co/1kJSo49b5X
152	985720001222062080	Mia K.	2018-04-16 03:22:16	When you ask a Capitals fan what time it is https://t.co/bJKuhtbibb
153	985539415048118272	Mia K.	2018-04-15 15:24:41	Vrana is a scratch? CANT WAIT TO BE 0-2 TONIGHT.
154	984839698161065984	Mia K.	2018-04-13 17:04:16	Android users be like “but the camera quality is so much better” https://t.co/VuQKAMJvCp
155	984588577622327296	Mia K.	2018-04-13 00:26:24	NBC Sport broadcast &gt; USA broadcast
156	984436691430789121	Mia K.	2018-04-12 14:22:51	Good morning to everyone except Tortorella #ALLCAPS
157	984080034330800128	Mia K.	2018-04-11 14:45:38	A kicker https://t.co/znMHUV33oG
158	984079490849673217	Mia K.	2018-04-11 14:43:28	And the award for least motivational playoff phrase goes to... US! https://t.co/AkkOc3rL0j
159	983869050634858497	Mia K.	2018-04-11 00:47:15	Happy National Sibling day @wizkhalifa https://t.co/zJ0NHQzo5I
160	983823789984243712	Mia K.	2018-04-10 21:47:24	@AndyYohe Also now realizing sled white and blue is for America, not the sport LOL. Could finesse a US citizenship for him tho 🤔
161	983823447133483008	Mia K.	2018-04-10 21:46:03	@AndyYohe Amazing!!
162	983563453100109825	Mia K.	2018-04-10 04:32:55	Austin, Texas mourns with you. Here’s in case the boys need one up there. #Humboldt #PutYourStickOut https://t.co/knHSTSwcGw
163	983435568469200896	Mia K.	2018-04-09 20:04:45	@JoeMoore724 @Playboy I loveeeee you!!! DMV for life!
164	983399037486469120	Mia K.	2018-04-09 17:39:35	Love youuuuuuuuu https://t.co/VT78aaFikd
165	983385450990710785	Mia K.	2018-04-09 16:45:36	@EdwardStockwell Thank you!!
166	983358666811346945	Mia K.	2018-04-09 14:59:10	It’s finally live. Thank you to @TimBella and @Playboy for telling my story and journey more accurately than I coul… https://t.co/HIhyjiLWdf
167	983024770462699521	Mia K.	2018-04-08 16:52:23	@r0ckymtnway @iamsrkimran @Capitals Girl. Lmao. Thank you 😂
168	983018179227193346	Mia K.	2018-04-08 16:26:12	Putting you on blast, @Capitals https://t.co/gLWA2dU7Ru
169	982987518760153088	Mia K.	2018-04-08 14:24:22	If you’re not a member of my Patreon, this would be a good month to join 😉🍫 https://t.co/husOme7oYQ https://t.co/eCF0SLogOL
170	982848261873692672	Mia K.	2018-04-08 05:11:00	Never. https://t.co/NJ3sc1TVOR
171	982325894055448576	Mia K.	2018-04-06 18:35:18	How do I retweet something more than once? Because this deserves thousands. https://t.co/AHncsUdgWi
172	982112232363384832	Mia K.	2018-04-06 04:26:17	@VonSoTrill thanks, von!!
173	981976651125985281	Mia K.	2018-04-05 19:27:32	@ChristianLN0821 ♥️♥️♥️
174	981964143736578048	Mia K.	2018-04-05 18:37:50	Like a sportscaster*, twitch streamer*, cook*, commentator*, writer*, business owner*, sports pundit*, college grad… https://t.co/wFwiOuEoNa
175	981729445164847105	Mia K.	2018-04-05 03:05:14	@ImJustinPage Omfg ☠️
176	981099408262656001	Mia K.	2018-04-03 09:21:41	My days are usually awesome, but yesterday was just a little better than most. https://t.co/Tu8jZGBALU
177	980923775947550720	Mia K.	2018-04-02 21:43:47	@fedthrill I love y’all so much!!!
178	979162495242899461	Mia K.	2018-03-29 01:05:05	You up? @VictrixPro
179	979162416834662400	Mia K.	2018-03-29 01:04:46	THAT IS THE ONLY THING I HATE ABOUT MY BEATS!!! Holy shit, thank you for finding a pair that solves that https://t.co/PNeP9B7oiz
180	979145657813557248	Mia K.	2018-03-28 23:58:11	So I found out my Beats aren’t compatible with my PS4, and I had so much fun streaming Fortnite with fans, now I wa… https://t.co/iswBWpyVtv
181	979145465076834304	Mia K.	2018-03-28 23:57:25	@JERFsolo @Kmatic21 LMFAO
182	978795627541942277	Mia K.	2018-03-28 00:47:17	@notdiscomania Thank you!!! Got it from NastyGal!
183	978795272112353280	Mia K.	2018-03-28 00:45:52	When the restaurant is upscale, but the weather is downpour ☔️ https://t.co/vurM9MHqT4 https://t.co/oilC7pzknE
184	978745983642284032	Mia K.	2018-03-27 21:30:01	Yessir!! I got my dress and a pre-prom trip to Napa planned! https://t.co/4KYnCNzAPu
185	978656820842651648	Mia K.	2018-03-27 15:35:43	Also, I had a BLAST playing Fortnite with people from my https://t.co/fpGerZrXfD chat. Played with a Norwegian who… https://t.co/8HaXkiFCwC
186	978656464406548482	Mia K.	2018-03-27 15:34:18	I wish I didn’t care about sports this much. https://t.co/IGTv6Cqvy2
187	978650355499257861	Mia K.	2018-03-27 15:10:01	😂😂😂 https://t.co/t2fc7F2tKT
188	978640431008411648	Mia K.	2018-03-27 14:30:35	☺️♥️ https://t.co/RvKKzeN5yU
189	978459775729053696	Mia K.	2018-03-27 02:32:44	Casual. https://t.co/vurM9MHqT4 https://t.co/gqaYz56eW9
190	978348991376175106	Mia K.	2018-03-26 19:12:31	You the best!!!!! https://t.co/FHF9nRwoKr
191	978347322575900677	Mia K.	2018-03-26 19:05:53	Awesome!!!! https://t.co/bdO5jZDX3o
192	978347267110395904	Mia K.	2018-03-26 19:05:39	Thank you!!!! https://t.co/97ILfGYoPl
193	978347241671921665	Mia K.	2018-03-26 19:05:33	@mda1221 Yessss!
194	978339501859799040	Mia K.	2018-03-26 18:34:48	Reply to this tweet with your vote for Henbit for a shoutout on my IG story! Vote here: https://t.co/EaAz1OdKYN https://t.co/vGWDDVTAFl
195	978304761484234752	Mia K.	2018-03-26 16:16:45	What if you met your soul mate, but then found out they cook with pre-minced garlic in a jar 😕
196	978057252220428289	Mia K.	2018-03-25 23:53:15	Crying in the shower. Brb
197	978004762032590850	Mia K.	2018-03-25 20:24:40	@jimmywhis This is awesome.
198	977690424977453056	Mia K.	2018-03-24 23:35:36	I can’t wait for Mike Bagale to open his own restaurant... random thought of the day.
199	977382065711828992	Mia K.	2018-03-24 03:10:18	Mia can’t come to the phone right now https://t.co/8bEjRZlqUE
200	977317668368867328	Mia K.	2018-03-23 22:54:24	Click this link, vote for HENBIT, and reply to this tweet with a screenshot of your vote for a shoutout on my IG st… https://t.co/9yELU8HZa5
201	977252835707498496	Mia K.	2018-03-23 18:36:47	ITS GAMEDAY!!! Use code MIA for up to 50% bonus on deposits for any of your bets!! https://t.co/wVhuKJXnA1 #ad https://t.co/rXxNE16Ail
202	977242023383195648	Mia K.	2018-03-23 17:53:49	@VonSoTrill Gotta follow the heart, man
203	976919441928806400	Mia K.	2018-03-22 20:31:59	My friends @FansAuthentic are running a #MSDStrong auction and 100% of the proceeds are going to the families of th… https://t.co/3mudqhrOVC
204	976823558788743169	Mia K.	2018-03-22 14:10:59	Had one of the best and educational dining experience in Austin last night... Emmer &amp; Rye and Chef Kevin are our li… https://t.co/dErbQ8M5AF
205	976690867154182145	Mia K.	2018-03-22 05:23:43	So do I, honestly 😭 https://t.co/20DNxQi4dq
206	976298739588476928	Mia K.	2018-03-21 03:25:32	@CheetahdaveDave Best reply ever!!!! Awesome seats!
207	976298471526350848	Mia K.	2018-03-21 03:24:29	Until next time, Dally https://t.co/nuQlRbLFh0
208	976298232228626433	Mia K.	2018-03-21 03:23:31	@EdwardStockwell Im using the 55mm f 1.8 full frame lens
209	976292845362360326	Mia K.	2018-03-21 03:02:07	Smile if you won tonight 😄 3 for 3 for Caps vs Stars wins when I’m in Dallas! https://t.co/v9STfglUwG
210	976267752313901057	Mia K.	2018-03-21 01:22:24	Stars are playing desprerate hockey and it’s working. But there’s no reason we both can’t leave with a point 😂 #OVinOT
211	976259257766236161	Mia K.	2018-03-21 00:48:39	Regretting promising away the name of my un-born first-born as “Braden” after Braden Holtby right about now.
